Feature,Importance
FP_1999,8.897433167626128e-05
FP_1252,8.867899416672047e-05
FP_597,8.839520075237407e-05
FP_213,8.80160191797404e-05
FP_155,8.79396455736177e-05
FP_1048,8.789327115325956e-05
FP_1852,8.753543802644542e-05
FP_1881,8.736594227018442e-05
FP_1940,8.709034380305117e-05
FP_502,8.683761603940823e-05
FP_659,8.671027527139516e-05
FP_475,8.658534769343814e-05
FP_1701,8.60158062229753e-05
FP_1459,8.595477259299577e-05
FP_2012,8.570774060192318e-05
FP_557,8.559093769040078e-05
FP_626,8.542565647365471e-05
FP_428,8.528659042969862e-05
FP_1286,8.505309957281383e-05
FP_797,8.502146662503557e-05
FP_1352,8.497432846872894e-05
FP_844,8.491992720565926e-05
FP_957,8.487672046527594e-05
FP_1200,8.468050585739485e-05
FP_749,8.463220809575607e-05
FP_858,8.442644074078541e-05
FP_1455,8.414495554704454e-05
FP_1322,8.4133799051849e-05
FP_2007,8.351733191506528e-05
